formulae,charges
['C50H91N3O15P2'],[]
['C44H86O10P'],[]
['C41H80O10P'],[]
['C117H218O18'],[]
['C121H226O18'],[]
['C40H62N9O26P2'],[-3]
['C18H32N2O13S'],[]
['C50H94O18P'],[]
['C362H688O40'],[]
['C362H686O39'],[]
['C79H152O17P2'],[]
['C23H33N4O21P2'],[]
['C75H142O14'],[]
['C362H688O40'],[]
['C48H80O40'],[]
['C95H154N9O27P2'],[]
['C94H155N9O25P2'],[-2]
['C21H32N7O16P3S'],"[0, -4]"
['C10H12N2O2'],[]
['C34H58N4O24S2'],[]
['C70H129N5O9P'],[]
['C68H123N5O8P'],[]
['C70H133N2O8PRS'],[]
['C69H133N2O9PRS'],[]
['Fe8S8X'],[0]
['C6H11O6'],[]
['C55H89O8P'],[]
"['C44H43N4O16Co', 'C44H44CoN4O16']","[-7, -6]"
['C30H59O2'],[]
['C28H55O2'],[]
['C21H41O2'],[]
['C42H83O3'],[]
['C8H8O2'],[0]
['C29H40N7O19P3S'],[0]
['C5H12O5'],[0]
['C6H8O9P'],[-3]
[],[0]
[],[-24]
[],[-24]
[],[-24]
[],[-24]
[],[-47]
[],[-24]
[],[-24]
[],[-24]
['C1243H2524N50O350P50'],[0]
['C1143H2224O450P50'],[-50]
['C2829H5272O550P50'],[-50]
['C6H11O8P'],"[-2, -1]"
['C1986H3698O650P100'],[-150]
['C1986H3698N50O500P50'],[-50]
"['C4H6O2', 'C4H7O2']",[0]
[],[]
['C4H7O2S'],[]
['C2H3O4P1'],[-2]
['C45H46CoN4O16'],[-6]
['C45H49CoN4O16'],[-7]
['C45H52CoN4O14'],[-6]
['C45H56CoN6O12'],[-4]
['C535H890O347P2'],[-2]
['C15H23N3O14P2'],[-2]
['C271H450O160P2'],[-2]
['C319H530O194P2'],[-2]
['C439H730O279P2'],[-2]
['C487H810O313P2'],[-2]
['C6H9N2O4'],[-1]
['C27H45FeN6O9'],[0]
['C27H45FeN6O9'],[0]
['C27H45N6O9'],[0]
['C27H45N6O9'],[0]
['C67H112O16P2'],[-2]
[],[0]
[],[0]
"['C30H29N3O16', 'C30H28N3O16']","[0, -1]"
['C20H20N2O11'],[0]
['C26H38N7O18P3S'],[-4]
"['C5H7NO5', 'C5H8NO5']","[-2, -1]"
['C7H6N2O'],[]
['C5H7N3O'],[0]
['C28H38N7O18P3S'],[-4]
['C3H6NO5S'],[-1]
"['C5H14N3O', 'C5H13N3O']","[0, 1]"
['C3H6O'],[0]
['C4H7O5P'],[-2]
['C28H42N7O17P3S'],[]
['C8H21N3O2'],[2]
['XH2'],[]
"['Fe12S12X', 'Fe8S8X']",[0]
"['C42H54FeN8O6S2', 'C42FeH54N8O6S2']",[3]
['C34H32FeN4O4'],[3]
"['C42H54FeN8O6S2', 'C42FeH54N8O6S2']",[2]
['C19H17N4O7'],[-1]
['C130H230N2O56P2'],[-6]
['C137H242N2O62P2'],[-6]
['C84H150N4O35P2'],[-6]
['N2'],[]
['C6H6O'],[]
['C5H7NO3'],[]
['C5H6O5'],[-2]
['C4H5O3'],[-1]
['C7H8O'],[0]
['C7H6O2'],[0]
['AsO4'],"[-3, -2]"
['X'],[-1]
['C4H7O2'],[-1]
['Mn'],[4]
['C42H54FeN8O6S2'],[3]
['C42H54FeN8O6S2'],[2]
['C2O4'],[-2]
"['C3H8O1', 'C3H8O']",[0]
['U'],[4]
['C3H6NO5S'],[-1]
['C7H6O'],[0]
['C142H253N3O65P2'],[-4]
['C137H242N2O62P2'],[-6]
['N2'],[]
['C6H6O'],[]
"['C39H67O8P', 'C39H67O8P1']",[-2]
['C21H35O7P1'],[-2]
['C39H59O8P1'],[-2]
['C40H56'],[0]
['C33H32N4O6'],"[0, -2]"
['R'],[2]
"['C8H10O2', 'C53H82O2', 'C13H18O2']",[0]
"['X', 'R']","[0, 1]"
"['C13H16O2', 'C53H80O2', 'C8H8O2']",[0]
"['X', 'R']","[1, 2]"
['Fe2S2X'],[0]
['C20H39O7P2'],[-3]
['R'],[0]
['C29H49N2O8PRS'],[-1]
['C41H78O10'],[0]
['C45H86O10'],[0]
['C51H85O15'],[1]
['C51H81O15'],[1]
['C35H29MgN4O5'],[-1]
['C39H64O5'],[0]
['C35H33MgN4O5'],[-1]
['C40H62N8O21'],[-2]
['C40H62N8O21'],[-2]
['C45H83O13S'],[-1]
['C45H79O13S'],[-1]
['C28H48O2'],[0]
['C40H58'],[0]
['Cu'],[2]
['Z'],[0]
['C9H18O8'],[0]
"['C20H25O3', 'C20H27O3']",[-1]
['C20H31O4'],[-1]
['C21H32O3'],[0]
['C27H44O3'],[0]
['C28H44O2'],[0]
['C24H36N7O18P3S'],[-4]
"['C9H21N2O3', 'C9H20N2O3']","[0, 1]"
['C9H10INO3'],[0]
['C6H8N2O'],[0]
['C9H7NO2'],[0]
['C7H15NO2'],[0]
['C5H8N2O2'],[0]
['C25H38O8'],[0]
['C39H43N11O18'],[-6]
['C11H12N2O5'],[0]
['C11H12N2O3'],[0]
['C44H51N12O21'],[-7]
['XCO2C21H31N7O15P3S'],[-4]
['CO2RC7H14NO2'],[0]
['XOH'],[0]
['C8H15NO6'],[0]
['C92H158N5O55RCO'],[0]
['C72H121N4O43RCO'],[-2]
['C11H17NO12P'],[-3]
['C16H23N5O15P2'],[-2]
['C22H35O2'],[-1]
['C25H38O8'],[0]
['C5H10O2RR2CO2'],[0]
['C10H21O5NPR'],[0]
['C3H4O6PRC2H4'],[-2]
['C10H16O'],[0]
['C6H13N2OX'],[0]
['C27H45NO4'],[0]
['C4H6NO4'],[-1]
"['C39H44N4O12', 'C39H42N4O12']","[0, -2]"
['C29H45NO4'],[0]
['C9H14N4O3'],[0]
"['C23H33O4', 'C22H33O4']",[-1]
['C1240H2028N20O170P20'],[-20]
['C1185H1940N20O170P20'],[-20]
['C27H45O4S'],[-1]
['C11H19N4O10P2'],[-1]
['C9H6O2'],[0]
['C18H36NO2RCO'],[0]
['C18H35NO5PRCO'],[-2]
['C22H31O2'],"[0, -1]"
['C2H8NS'],[1]
['C1025H1650O40P10'],[-20]
['C20H33O2'],[-1]
"['C18H37NO4', 'C18H35NO4']",[0]
['C1025H1680O10'],[0]
['C9H9NO4'],[0]
['C4H8O4'],[0]
['C18H24O3'],[0]
['C61H105N3O34RCO'],[-1]
['C61H105N3O34RCO'],[-1]
['C56H99N2O30RCO'],[0]
['C62H109N2O35RCO'],[0]
['C56H99N2O31RCO'],[0]
['C96H165N4O60RCO'],[0]
['C54H96NO32RCO'],[0]
['C26H43NO6'],"[0, -1]"
['C6H8O10P'],[-3]
['C42H71O36X'],[0]
['C88H143N6O54RCO'],[-4]
['C23H43NO4'],[0]
"['C5H11N3', 'C5H10N3']",[1]
['C38H64N7O17P3S'],[-4]
['C6H9O7'],[-1]
['C54H91N3O41'],[0]
['C20H31O4'],[-1]
['C23H36NO5S'],[-1]
['C24H47O2'],[-1]
['C10H16'],[0]
['C39H62N7O17P3S'],[-4]
['C18H31O2'],[-1]
['C39H62N7O17P3S'],[-4]
['C18H29O2'],[-1]
['C39H60N7O17P3S'],[-4]
['C39H60N7O17P3S'],[-4]
['C27H44O'],[0]
['C1305H2140N20O270P20'],[-20]
['C1365H2240N20O320P20'],[-20]
['C13H16N2O2'],[0]
['C6H10O12P2'],[-4]
['C14H25NO11'],[0]
['C1300H2128N20O220P20'],[-20]
['C1160H1898N10O120P20'],[-20]
['C17H18N2O6'],[0]
['C8H12NO3'],[1]
['C25H47NO4'],[0]
['C17H19N3O3S'],[0]
['C8H18NO4PRCO2R2CO2'],[0]
['C10H19NO4'],[0]
['C10H13O2'],[-1]
['C20H39O2'],[-1]
['C23H45NO4'],[0]
['C21H32O2'],[0]
['C21H30O2'],[0]
['C20H31O5'],[-1]
['C20H28O'],[0]
['C20H30O'],[0]
['C41H58N7O17P3S'],[-4]
['C76H123N5O57'],[-2]
"['C4H9NO2Se', 'C4H8NO2Se']",[0]
['C23H50N2O5P'],[1]
['C6H12O6'],[0]
['C24H37O2'],[-1]
['C31H51NO4'],[0]
['C9H15N5O4'],[0]
['C12H18N2O3S'],[0]
['C19H28O2'],[0]
"['C16H31O3', 'C16H30O3']",[-1]
['C27H46O3'],[0]
['C27H46O3'],[0]
['C5H9O8P'],[-2]
['C5H9O6'],[-1]
['C20H21N7O7'],[-2]
['C50H57N13O25'],[-8]
['C26H35O8'],[-1]
['C9H11NO4'],[0]
['C6H7N2O2'],[-1]
['C10H14N3O'],[1]
['C6H12O'],[0]
"['C8H8NO4', 'C8H9NO4']",[0]
['C19H30O2'],[0]
['C44H49N12O21'],[-7]
['CO2R'],[-1]
['CO2R2'],[-1]
['C78H135N4O45RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C19H30O2'],[0]
['C11H12N2O'],[0]
['C10H16'],[0]
['C16H28N4O4S'],[0]
['C24H39O5'],[-1]
['C27H46O'],[0]
['C4H9N3O2'],[0]
['C26H43NO5'],"[0, -1]"
"['C6H5O6', 'C6H6O6']",[0]
['C19H27O5S'],[-1]
['C30H55NO15SRCO'],[-1]
['C32H39NO2'],[0]
['C18H33O2'],[-1]
['C18H24O2'],[0]
['C24H32O9'],[0]
['C24H30O8'],[0]
['C70H122N3O40RCO'],[0]
['C76H132N3O44RCO'],[0]
['C50H89N2O26RCO'],[0]
['C56H99N2O31RCO'],[0]
['C44H79N2O22RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C88H143N6O54RCO'],[-4]
['C28H40N2O22'],[-2]
['C17H33O2'],[-1]
['C10H11N4O11P2'],[-3]
['C241H383N17O209S12X'],[-13]
['C30H45N3O9S'],[-2]
['C25H39N2O6S'],[-1]
['C8H19NO5PRCO2'],[0]
['C10H8'],[0]
['C8H11NO6S'],[0]
['HO'],[-1]
"['XH', 'HX']",[0]
['C13H16N2O4'],[0]
['C20H33O5'],[-1]
['C20H33O5'],[-1]
['C20H31O5'],[-1]
['C20H29OR2CO'],[0]
['C18H39NO5P'],[-1]
['C18H27O2'],[-1]
['C3H5RCO2R2CO2R3CO2'],[0]
['C47H31NO14'],[0]
['C26H45NO6S'],[0]
['C24H39O2'],[-1]
['C15H11I3NO7S'],[-1]
['C25H36O8'],[0]
['C20H31O5'],[-1]
['C8H11NO4S'],[0]
['C9H11N2O12P2'],[-3]
['C9H11N2O15P3'],[-4]
['C19H28O3'],[0]
['C14H27O3'],[-1]
['C27H45R2CO2'],[0]
['C27H45XCO2'],[0]
['C2H3O2'],[-1]
['C66H115N4O37RCO'],[0]
['C69H118N4O40RCO'],[-1]
['C10H11N5O6P'],[-1]
['C16H27N2O10X'],[0]
['C24H40N3O15X'],[0]
['C16H27N2O10X'],[0]
['C14H24NO10X'],[0]
['C45H67N2O42S2X'],[-4]
['C37H53NO40S3X'],[-5]
['C31H45NO37S4X'],[-5]
['C31H49NO25X'],[-1]
['C45H66N2O45S3X'],[-5]
['C45H64N2O51S5X'],[-7]
['C36H56N3O26X'],[-2]
['C22H37N2O15X'],[0]
['C56H93N4O39X'],[0]
['C64H112N3O36RCO'],[0]
['C56H99N2O30RCO'],[0]
"['X', 'C84H145N4O50RCO']",[0]
['C64H112N3O36RCO'],[0]
"['C82H137N2O65X', 'C87H143N5O68R2']",[0]
"['C93H153N5O73R2', 'C20H32N4O12X', 'C88H147N2O70X']",[0]
['C72H125N4O42RCO'],[0]
['C72H125N4O42RCO'],[0]
['C24H46NO7RCO'],[0]
['C42H76NO22RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C52H88N3O28RCO'],[-2]
['C16H23N5O15P2'],[-2]
['C24H42O21'],[0]
['C49H85N3O25RCO'],[-1]
['C71H117N5O41RCO'],[-3]
['C79H121N5O77S4X'],[-5]
['C79H121N5O77S4X'],[-5]
['C79H114N5O98S11X'],[-12]
['C59H89N3O47X'],[-3]
['C73H109N4O58X'],[-4]
['C247H393N17O213S12X'],[-13]
['C79H129N5O57X'],[-1]
['C143H230N10O114S4X'],[-5]
['C157H252N11O127S5X'],[-6]
['C213H341N15O176S8X'],[-9]
['C93H152N6O67X'],[-1]
['C241H384N17O205S11X'],[-12]
['C115H186N8O88S2X'],[-3]
['C81H129N6O67S3X'],[-4]
['C81H130N6O64S2X'],[-3]
['C39H63N3O28X'],[-1]
['C61H98N5O46SX'],[-2]
['C67H108N5O51SX'],[-2]
['C61H99N5O43X'],[-1]
['C69H112N6O48X'],[-1]
['C75H121N6O56SX'],[-2]
['C11H19O9X'],[0]
['C52H87N2O40X'],[0]
['C58H96N5O40X'],[0]
['C58H96N5O40X'],[0]
['C66H109N6O45X'],[0]
['Na'],[1]
['C42H70N3O30X'],[0]
['C54H90N3O29RCO'],[-2]
['C5H12NO4PRCO2R2CO2'],[0]
['C6H11NO6PRCO2R2CO2'],[-1]
['C25H40N2O18X'],[-1]
['C40H45N11O19'],[-6]
['C4H9NO2'],[0]
['C49H55N13O24'],[-8]
['C49H57N13O24'],[-8]
"['XH', 'C4H6N2O2X', 'C5H7N3O3R2']",[0]
['C5H5N5'],[0]
['C5H13NO4P'],[-1]
['C31H48NO32S2'],[-3]
['C31H49NO29S'],[-2]
['C37H53NO44S4'],[-6]
['C37H54NO41S3'],[-5]
['C23H35O27S2'],[-3]
['C45H65N2O52S5'],[-7]
['C45H66N2O49S4'],[-6]
['C45H66N2O45S3X'],[-5]
['C45H65N2O48S4X'],[-6]
['C10H13N5O4'],[0]
['C21H33N7O13P2S'],[-2]
['C24H46NO7RCO'],[0]
['C2H5NO2'],[0]
['C10H12N5O8P'],[-2]
['C55H82N3O64S6'],[-7]
['C49H72N2O54S4'],[-6]
['C43H66N2O45S3'],[-4]
['C79H116N5O96S10'],[-11]
['C45H68N2O43S2'],[-4]
['C67H97N4O86S10'],[-11]
['C79H113N5O101S12X'],[-13]
['C180H289N12O158S9'],[-9]
['C174H279N12O153S9'],[-9]
['C124H201N8O106S5'],[-5]
['C104H170N7O85S3'],[-3]
['C82H135N5O67S2'],[-2]
"['C68H113N4O54S1', 'C68H113N4O54S']",[-1]
['C62H104N4O46'],[0]
['C40H68N2O31'],[0]
['C222H356N15O194S11'],[-11]
['C210H337N15O181S10'],[-10]
['C188H301N13O166S10'],[-10]
['C44H72N4O33SX'],[-1]
['C36H60N3O25X'],[0]
['C30H50N3O20X'],[0]
['C89H142N7O72S3X'],[-4]
['C78H126N6O64S3X'],[-3]
['C66H107N6O51S2X'],[-2]
['C6H12O6'],[0]
['C58H97N5O41'],[0]
['C5H9NO2'],[0]
['C24H45NO10SRCO'],[-1]
['C19H21N7O6'],[-2]
['C5H10O5'],[0]
['C40H45N11O19'],[-6]
['C21H30O4'],[0]
['C27H44O4'],[0]
['C27H46O2'],[0]
['C28H44O3'],[0]
['C57H88O2'],[0]
['C57H86O3'],[0]
['C4H9NO2'],[0]
['C25H38N7O18P3S'],"[0, -4]"
['C26H38N7O17P3S'],[-4]
['C27H37N7O19P3S'],[-5]
"['C3H7NO4S', 'C3H5NO4S']","[0, -2]"
['C3H2O5S'],[-2]
['C7H16NO'],[1]
['C10H8NO3'],[-1]
['C49H55N13O24'],[-8]
['C49H57N13O24'],[-8]
['C6H10NO4'],[-1]
['C3H8NO'],[1]
['C4H5O3'],[-1]
['C21H28O5'],[0]
"['C3H4O5PRCO2', 'C3H6O5PRCO2']",[-2]
"['XH', 'CHNOR2', 'HX']",[0]
['C16H27N4O3SX'],[0]
['C41H62N7O17P3S'],[-4]
['C20H27N7O9PS'],[-1]
"['C62H88CoN13O14P', 'C62CoH88N13O14P']",[-1]
['C12H17N3O11P2RCO2R2CO2'],[-2]
['C5H14NO'],[1]
"['C6H14N3O3', 'C6H13N3O3']",[0]
['C29H47NO4'],[0]
"['HCN', 'CHN', 'CN']","[0, -1]"
['C9H12N3O13P3'],[-4]
['C33H52N7O17P3S'],[-4]
['C50H81O7P2'],[-3]
['C10H13N5O4'],[0]
['C27H45O4'],[-1]
"['C30H52N7O17P3S', 'C30H48N7O17P3S']",[-4]
"['C32H52N7O17P3S', 'C32H54N7O17P3S']",[-4]
['C10H13N2O11P2'],[-3]
['C41H62N7O17P3S'],[-4]
['C6H8O6'],[0]
['C10H12N5O8P'],[-2]
['C23H43NO4'],[0]
['C25H38N7O17P3S'],"[0, -4]"
['C25H45NO4'],[0]
['C5H4O4'],[-2]
['C6H11NO2'],[0]
['C39H64N7O17P3S'],[-4]
['C9H7O3'],[-1]
['C3H5O2'],[-1]
['C8H12N2O5P'],[-1]
['C3H4O6S'],[-2]
"['O3S', 'SO3', 'HSO3']",[-2]
['C25H49NO4'],[0]
['C45H68N7O17P3S'],[-4]
['C31H53NO4'],[0]
['C12H17N4OS'],[1]
['C12H16N4O4PS'],[-1]
['C41H60N7O17P3S'],[-4]
['C27H43NO4'],[0]
"['HS2O3', 'O3S2', 'HO3S2']",[-2]
['C25H47NO4'],[0]
['C27H44O'],[0]
['C27H48O2'],[0]
['C9H11N5O3'],[0]
"['CH4X', 'CXH4']",[1]
['C7H16NO2'],[1]
['C3H6ORCO2R2CO2'],[0]
['C9H12N3O7P'],[-2]
"['C10H14N4O10P2', 'C10H11N4O10P2']","[0, -3]"
"['C10H17O8PR2', 'RH']",[0]
"['CHO2', 'CH1O2']",[-1]
['C10H12N5O14P3'],[-4]
['C6H8O18P4'],[-8]
['C21H26N7O17P3'],"[0, -4]"
"['C11H14N2O8P', 'C11H13N2O8P']",[-1]
['C6H7O24P6'],[-11]
['C20H27O2'],[-1]
['C9H15N5O3'],[0]
['C20H31O3'],[-1]
['C21H32O3'],[0]
['C20H31O3'],[-1]
['C29H46O'],[0]
['C5H9NO3'],"[0, -1]"
['C25H38O8'],[0]
['C6H10O10P'],[-3]
"['XH', 'HX']",[0]
['C2H4O'],[0]
['C10H12N5O10P2'],[-3]
['C25H38O8'],[0]
['C5H4O5'],"[0, -2]"
['C15H23N6O5S'],[1]
['C19H28O2'],[0]
"['C39H44N4O12', 'C39H42N4O12']","[0, -2]"
['C18H36NO2RCO'],[0]
['C7H15NO3'],[0]
['C37H70N3O34P3RCO2R2CO2X'],[0]
['C48H74N7O19P3S'],[-4]
['C1025H1670O70P20'],[-30]
['C1025H1680O10'],[0]
['C9H14NO3'],[-1]
['C53H100N3O35P3RCO2R2CO2'],[0]
['C51H94N2O32P2RCO2R2CO2'],[0]
['C18H24O3'],[0]
['C27H31N9O15P2'],"[-3, -2]"
['C15H25O7P2'],[-3]
['C64H107N2O50X'],[0]
['C1845H3040N20O720P20'],[-20]
['C16H31O2'],[-1]
"['C27H40N7O20P3S', 'C27H39N7O20P3S']",[-5]
['C20H31O4'],[-1]
['C20H31O5'],[-1]
['C27H46O'],[0]
['C61H116N4O43P4RCO2R2CO2'],[0]
['C1605H2640N20O520P20'],[-20]
['C64H107N2O50X'],[0]
['C1720H2828N20O570P20'],[-20]
"['C75H123N5O58R2', 'C70H117N2O55X']",[0]
['C59H110N3O40P3RCO2R2CO2'],[0]
['C8H18NO4PRCO2R2CO2'],[0]
['C30H46N8O18P3S'],[-3]
['X'],[0]
['XY'],[0]
['C21H32O2'],[0]
['C21H30O2'],[0]
['C20H31O5'],[-1]
['C4H4O4'],[-2]
['C27H45O5'],[-1]
['C19H28O2'],[0]
['C9H11N2O9P'],[-2]
['C27H46O2'],[0]
['C27H46O2'],[0]
['C27H46O3'],[0]
['C31H48N7O18P3S'],[-4]
['C24H36N7O18P3S'],[-4]
['C6H10O10P2'],[-4]
['C6H11N3O3'],[0]
['C2H4O'],[0]
['C22H35O2'],[-1]
['C3H4O6PRC2H4'],[-2]
['C3H7NO2'],[0]
['C4H6NO4'],[-1]
['C45H70N7O20P3S'],[-4]
['C48H74N7O21P3S'],[-4]
['C48H74N7O19P3S'],[-4]
"['C18H37NO4', 'C18H35NO4']",[0]
['C5H9O7P2'],[-3]
['C27H31N9O15P2'],"[-3, -2]"
"['C22H36N7O17P3S', 'C22H32N7O17P3S']","[0, -4]"
['C15H25O7P2'],[-3]
['C26H43NO6'],"[0, -1]"
['C2H3O3'],[-1]
['C10H17O7P2'],[-3]
"['C27H40N7O20P3S', 'C27H39N7O20P3S']",[-5]
['C5H4N4O'],[0]
['C39H60N7O17P3S'],[-4]
"['C5H12N2O2', 'C5H13N2O2']","[0, 1]"
['C10H19NO4'],[0]
['C20H39O2'],[-1]
['C24H34N7O17P3S'],[-4]
['C4H4O4'],[-2]
['C27H45O5'],[-1]
['C5H4N4O2'],[0]
['C7H11O3'],[]
['C12H14N2O5'],[]
['C8H9O7'],[]
['C5H7O4'],"[0, -1]"
['C46H93N1O8P1'],[]
['C46H78O8P1'],[]
['C49H82O11P1'],[]
['C46H77N1O8P1'],[]
['C8H16N2O3'],[]
['C60H84CoN13O15P'],[]
['C3H7O6P'],[]
['C43H73O7P1'],[]
"['C3H3O9P2', 'C12H21N3O13P2']",[0]
['C2H5O3S2'],[]
['S'],"[0, -1]"
['C46H80O9P1'],[]
['C14H16N2O6P1'],[]
['C42H47N6NiO14'],[]
['C42H47N6NiO14'],[]
['C37N2O1H52'],[]
['C36H47N7O19P1'],[]
['C15H27O8P2'],[]
"['C24H28N4O15P', 'C24H26N4O15P']",[]
['C9H14N5O14P3'],[0]
['C30H40N6O16P'],[]
['C18H23N6O8P'],[]
['C23H31N6O12P'],[]
"['C10H12NO5', 'C10H13NO5']","[0, -1]"
['C31H57N2O8PRS'],[]
['C33H63N2O8PRS'],[]
['C15H23O16N3P2'],[]
['C24H42O21'],[0]
['C36H62O31'],[]
['C12H22O11'],[]
['C18H32O16'],[]
['C24H42O21'],[]
['C12H21O17P2'],[]
['C90H145N6O65X'],[-2]
['C17H20N2O8'],[]
['C20H34O17'],[]
['C36H62O31'],[]
['C180H302O151'],[]
['C65H124O17P2'],[-2]
"['NH3O', 'H3NO']",[0]
['C74H112N14O39'],[-4]
['C74H114N14O40'],[-4]
['C35H68O5'],[0]
['C37H70O5'],[0]
['C39H72O5'],[]
['C37H70O5'],[0]
['C37H68O5'],[0]
['C39H72O5'],[]
['C39H72O5'],[]
['C18H31O4'],[]
['C23H46NO7P'],[]
['C12H22O11'],[0]
"['C21H41O7P', 'C21H41O7P1']",[-2]
['C5H9O4'],"[0, -1]"
[],[]
['C4H7NO3'],[0]
['C13H25NO2S2'],[0]
['C2H2O6P'],[-3]
['C9H7O4'],[-1]
"['C390H613O144N96P1S3', 'C17H31N2O9PRS', 'C6H11O2SR']","[0, -1]"
[],[]
['C14H23N2O2'],[]
"['C398H629O144N96P1S3', 'C14H27O2SR', 'C25H47N2O9PRS']","[0, -1]"
['C29H46N7O18P3S'],[-4]
['C33H52N7O18P3S'],[-4]
"['C394H619O144N96P1S3', 'C21H37N2O9PRS', 'C10H17O2SR']","[0, -1]"
['C27H40N7O18P3S'],[-4]
"['C25H45N2O9PRS', 'C398H627O144N96P1S3', 'C14H25O2SR']","[0, -1]"
['C29H44N7O18P3S'],[-4]
"['C8H13O2SR', 'C19H33N2O9PRS', 'C392H615O144N96P1S3']","[0, -1]"
['C3H4O7P'],[-3]
['C3H2O7P'],[-3]
['C10H9O10P'],[-4]
"['C3H7NO4S', 'C3H5NO4S']","[0, -2]"
['C3H2O5S'],[-2]
['C4H9NO2'],[0]
['C14H23N3O14P2'],[-2]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
['C8H6O6'],[-2]
['C9H16N4O6'],[0]
"['C13H23N2O8PRS', 'C2H3OX', 'C2H3ORS', 'C2H3OSR', 'C386H605O143N96P1S3']","[0, -1]"
['C23H34N7O17P3S'],"[0, -4]"
['C6H11NO4'],[0]
"['HSR', 'C384H603N96O142P1S3', 'X', 'HX', 'C11H21N2O7PRS']","[0, -1]"
"['C4H5O2X', 'C388H607O144N96P1S3', 'C4H5O2SR', 'C4H5O2RS', 'C15H25N2O9PRS']","[0, -1]"
['C14H20N6O5S'],[0]
['C9H13N4O8P'],[-2]
['C2H3N2O3'],[-1]
"['C4H6N4O3', 'C4H5N4O3']",[0]
['C10H16N4O3'],[]
['C7H6NO2'],[-1]
[],[]
[],[]
['C10H12N5O10PS'],[-2]
['C10H12N5O10PS'],[-2]
['C81H133N5O63R2'],[]
['C93H153N5O73R2'],[]
['C61H107O13S'],[]
['C25H38N7O17P3S'],[-4]
['C17H27N5O4SR2'],[0]
"['C388H607O143N96P1S3', 'C15H25N2O8PRS', 'C4H5OSR']","[0, -1]"
"['C4H7OX', 'C388H609O143N96P1S3', 'C4H7OSR', 'C15H27N2O8PRS']","[0, -1]"
['C10H11N5O6P'],[-1]
['C27H44O3'],[]
[],[]
['C46H83N3O15P2'],[]
"['C55H72MgN4O5', 'C55H71MgN4O5']","[0, -1]"
['C35H33MgN4O5'],[-1]
['C20H22FN2O'],[]
"['C6H14N3O3', 'C6H13N3O3']",[0]
['CO'],[0]
['CO2'],[0]
['C21H32N7O16P3S'],"[0, -4]"
['C36H40N4O8'],[-4]
[],[]
[],[]
['X'],[]
"['C12H23OX', 'C23H43N2O8PRS', 'C12H23OSR', 'C396H625O143N96P1S3', 'C12H23ORS']","[0, -1]"
[],[]
[],[]
[],[]
[],[]
['C44H81NO7'],[]
['C44H77NO7'],[]
['C46H83NO7'],[]
['C46H79NO7'],[]
['C46H83NO7'],[]
['C46H81NO7'],[]
['C46H77NO7'],[]
['C46H81NO7'],[]
['C46H77NO7'],[]
"['C6H5O6', 'C6H6O6']",[0]
['C8H17NOS2'],[0]
['C19H20FN2O'],[]
['C21H24N6O15P2'],[-2]
"['C95H155O7P2', 'C55H91O7P2']",[-3]
['C131H220N2O67P2'],[]
['C137H230N2O72P2'],[]
['C143H240N2O77P2'],[]
['C113H190N2O52P2'],[]
['C101H170N2O42P2'],[]
['C61H102O9P'],[-1]
['C27H46O2'],[0]
['C5H9O7P'],[-2]
['C40H54O'],[0]
[],[]
"['FeS', 'Fe2S2', 'XH2', 'Fe8S8XH2', 'Fe2S2X', 'R']","[0, 2, 4, -1]"
"['C34H32FeN4O4R4', 'X', 'C42H44FeN8O8S2R4']","[0, -2]"
"['C42H53FeN8O6S2', 'C34H32FeN4O4R4', 'C34H32FeN4O4']","[1, 2, -2]"
['C6H12O6'],[0]
['C6H11O7'],[-1]
['C40H56'],[0]
['C20H33O7P2'],[-3]
['C8H13N2O5S'],[-1]
['C2H5NO2'],[0]
['C3H7O6P'],[-2]
"['C20H30N6O12S2', 'C20H28N6O12S2']",[-2]
"['C10H16N3O6S', 'C10H15N3O6S']",[-1]
['C8H7O4'],"[0, -1]"
['C6H11N3O4P'],[-1]
"['O3S', 'SO3', 'HSO3']",[-2]
['C6H12O6'],[0]
['C5H9O7P2'],[-3]
['C6H13NO2'],[0]
['C27H46O'],[0]
[],[]
"['C3H2O3X', 'C3H2O3RS', 'C387H604O145N96P1S3', 'C3H2O3SR', 'C14H22N2O10PRS']","[0, -2, -1]"
"['C24H33N7O19P3S', 'C24H34N7O19P3S']","[0, -5]"
['C6H12O6'],[0]
['C12H22O11'],[0]
['C29H48O'],[0]
['Mg'],[2]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
['C6H10O12P2'],[-4]
['C6H11O9P'],"[0, -2, -1]"
['C4H5O3'],"[0, -1]"
[],[]
['C34H30MgN4O4'],[-2]
['C21H27N7O14P2'],"[0, -2]"
['C21H25N7O17P3'],"[0, -3]"
['C21H25N7O17P3'],"[0, -3]"
"['H4N', 'NH4']",[1]
['NO'],[0]
['O2'],[0]
['C18H35O2'],[-1]
"['C18H35OSR', 'C402H637O143N96P1S3', 'C29H55N2O8PRS']","[0, -1]"
['C39H66N7O17P3S'],[-4]
['C18H33OSR'],[-1]
['C5H13N2O2'],[1]
['C37H69O8P'],[-2]
['C39H71O8P'],[]
['C39H67O8P'],[]
['C39H65O8P'],[]
['C37H69O8P'],[-2]
['C39H71O8P'],[]
